Part #,Part Title,Description,Length,Width,Height,weight,MSRP/List,MAP,Tier 1,Tier 2,Tier 3,Fitment(year range/make/model/liter),Warranty
13985-250,Dodge ,250ap 6 phase ,9,9,9,17,$399 ,,10,15,20,2004-2006 Dodge Durango 5.7L ,
13985-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2004-2006 Dodge Durango 5.7L ,
13985-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2004-2006 Dodge Durango 5.7L ,
11298-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2010 Dodge Durango 5.7L ,
11298-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2010 Dodge Durango 5.7L ,
11298-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2007-2010 Dodge Durango 5.7L ,
11298-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2010 Dodge Durango 5.7L ,
11298-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2010 Dodge Durango 5.7L ,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2014 Dodge Durango 5.7L ,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2014 Dodge Durango 5.7L ,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2014 Dodge Durango 5.7L ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1998-2003 Dodge Durango 5.9L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1998-2003 Dodge Durango 5.9L ,
13985-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2004-2006 Dodge Durango 6.1L ,
13985-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2004-2006 Dodge Durango 6.1L ,
13985-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2004-2006 Dodge Durango 6.1L ,
13985-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2004-2006 Dodge Durango 6.1L ,
13985-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2004-2006 Dodge Durango 6.1L ,
11298-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2010 Dodge Durango 6.1L ,
11298-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2010 Dodge Durango 6.1L ,
11298-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2007-2010 Dodge Durango 6.1L ,
11298-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2010 Dodge Durango 6.1L ,
11298-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2010 Dodge Durango 6.1L ,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2014 Dodge Durango 6.1L ,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2014 Dodge Durango 6.1L ,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2014 Dodge Durango 6.1L ,
13912-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2002-2006 Dodge full size truck 3.7L ,
13912-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2002-2006 Dodge full size truck 3.7L ,
11240-240,Dodge ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2007-2013 Dodge full size truck 3.7L ,
11240-350,Dodge ,350amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2007-2013 Dodge full size truck 3.7L ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1994-2003 Dodge full size truck 3.9L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1994-2003 Dodge full size truck 3.9L ,
13912-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2002-2006 Dodge full size truck 4.7L ,
13912-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2002-2006 Dodge full size truck 4.7L ,
11240-240,Dodge ,240amp 6 phase ,9,9,9,17,$379 ,,10,15,20,2007-2013 Dodge full size truck 4.7L ,
11240-350,Dodge ,350amp 6 phase ,9,9,9,17,$479 ,,10,15,20,2007-2013 Dodge full size truck 4.7L ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1994-2003 Dodge full size truck 5.2L,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1994-2003 Dodge full size truck 5.2L,
13985-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2003-2006 Dodge full size truck 5.7L ,
13985-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2003-2006 Dodge full size truck 5.7L ,
13985-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2003-2006 Dodge full size truck 5.7L ,
13985-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2003-2006 Dodge full size truck 5.7L ,
13985-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2003-2006 Dodge full size truck 5.7L ,
11298-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2010 Dodge full size truck 5.7L,
11298-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2010 Dodge full size truck 5.7L,
11298-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2007-2010 Dodge full size truck 5.7L,
11298-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2010 Dodge full size truck 5.7L,
11298-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2010 Dodge full size truck 5.7L,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1994-2003 Dodge full size truck 5.9L,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1994-2003 Dodge full size truck 5.9L,
13302-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1988-2002 Dodge full size truck 5.9L Diesel ,
13302-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1988-2002 Dodge full size truck 5.9L Diesel ,
13987-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
11235-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11378-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1994-2003 Dodge full size truck 8.0L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1994-2003 Dodge full size truck 8.0L ,
13302-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1988-2002 Dodge full size truck 5.9L Diesel ,
13302-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1988-2002 Dodge full size truck 5.9L Diesel ,
13987-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
11235-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11378-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
11378-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2010 Dodge full size truck 6.7L Diesel ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1994-2003 Dodge full size truck 8.0L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1994-2003 Dodge full size truck 8.0L ,
13302-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1988-2002 Dodge full size truck 5.9L Diesel ,
13302-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1988-2002 Dodge full size truck 5.9L Diesel ,
13987-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
13987-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2003-2005 Dodge full size truck 5.9L Diesel ,
11235-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
11235-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2006-2009 Dodge full size truck 5.9L Diesel ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1993-2003 Dodge full size van 3.9L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1993-2003 Dodge full size van 3.9L ,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1993-2003 Dodge full size van 5.2L,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1993-2003 Dodge full size van 5.2L,
13453-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,1993-2003 Dodge full size van 5.9L ,
13453-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,1993-2003 Dodge full size van 5.9L ,
11570-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,Dodge Journey 3.6L ,
11570-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,Dodge Journey 3.6L ,
11570-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,Dodge Journey 3.6L ,
11570-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,Dodge Journey 3.6L ,
11570-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,Dodge Journey 3.6L ,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Dodge Magnum 2.7L ,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Dodge Magnum 2.7L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Magnum 2.7L,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Magnum 2.7L,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Dodge Magnum 3.5L ,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Dodge Magnum 3.5L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Magnum 3.5L,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Magnum 3.5L,
11572-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2013 Dodge Magnum 3.6L,
11572-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2013 Dodge Magnum 3.6L,
11572-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2013 Dodge Magnum 3.6L,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Dodge Magnum 5.7L,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Dodge Magnum 5.7L,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Magnum 5.7L,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Magnum 5.7L,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2013 Dodge Magnum 5.7L ,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2013 Dodge Magnum 5.7L ,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2013 Dodge Magnum 5.7L ,
11113-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2005-2007 Dodge Magnum 6.1L ,
11113-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2005-2007 Dodge Magnum 6.1L ,
11383-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2008-2010 Dodge Magnum 6.1L ,
11383-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2008-2010 Dodge Magnum 6.1L ,
11576-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2011-2013 Dodge Magnum 6.4L,
11576-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2011-2013 Dodge Magnum 6.4L,
11576-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2011-2013 Dodge Magnum 6.4L,
11040-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2003-2005 Dodge Neon 2.4L Turbo ,
11040-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2003-2005 Dodge Neon 2.4L Turbo ,
11240-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2011 Dodge Nitro 3.7L ,
11240-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2011 Dodge Nitro 3.7L ,
11297-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2007-2010 Dodge Nitro 4.0L ,
11297-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2007-2010 Dodge Nitro 4.0L ,
11297-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2007-2010 Dodge Nitro 4.0L ,
11297-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2007-2010 Dodge Nitro 4.0L ,
11297-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2007-2010 Dodge Nitro 4.0L ,
13868-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2001-2006 Dodge Stratus (sedan only)2.4L,
13868-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2001-2006 Dodge Stratus (sedan only)2.4L,
13868-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2001-2006 Dodge Stratus (sedan only) 2.7L,
13868-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2001-2006 Dodge Stratus (sedan only) 2.7L,
11039-240,Dodge ,240amp 6 phase ,9,9,9,17,$359 ,,10,15,20,2003-2006 Dodge Viper 8.3L ,
11039-320,Dodge ,320amp 6 phase ,9,9,9,17,$459 ,,10,15,20,2003-2006 Dodge Viper 8.3L ,
11380-250,Dodge ,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2008-2010 Dodge Viper 8.4L,
11380-300,Dodge ,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,2008-2010 Dodge Viper 8.4L,
11380-370,Dodge ,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2008-2010 Dodge Viper 8.4L,
7712-240,Ford,240amp 3 phase ,9,9,9,17,$349 ,,10,15,20,1990-1992 Ford Bronco 5.0L ,
7750-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1993-1996 Ford Bronco 5.0L ,
7750-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford Bronco 5.0L ,
7750-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1993-1996 Ford Bronco 5.0L ,
7750-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford Bronco 5.0L ,
7750-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1993-1996 Ford Bronco 5.0L ,
7750-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1993-1996 Ford Bronco 5.0L ,
7771-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1990-1992 Ford Bronco 5.8L ,
7771-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1990-1992 Ford Bronco 5.8L ,
7771-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1990-1992 Ford Bronco 5.8L ,
7750-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1993-1996 Ford Bronco 5.8L ,
7750-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford Bronco 5.8L ,
7750-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1993-1996 Ford Bronco 5.8L ,
7750-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford Bronco 5.8L ,
7750-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1993-1996 Ford Bronco 5.8L ,
7750-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1993-1996 Ford Bronco 5.8L ,
7775-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1995-2000 Ford Countour 2.5L ,
7775-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1995-2000 Ford Countour 2.5L ,
7775-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1995-2000 Ford Countour 2.5L ,
7753-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1992-1997 Ford Victoria 4.6L ,
7753-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1992-1997 Ford Victoria 4.6L ,
7753-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1992-1997 Ford Victoria 4.6L ,
7753-350,Ford,350amp 6 phase ,9,9,9,17,$629 ,,10,15,20,1992-1997 Ford Victoria 4.6L ,
7773-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1998-2002 Ford Crown Victoria 4.6L,
7773-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1998-2002 Ford Crown Victoria 4.6L,
8313-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2003-2004 Ford Crown Victoria 4.6L ,
8313-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2003-2004 Ford Crown Victoria 4.6L ,
11026-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2005-2011 Ford Crown Victoria 4.6L ,
11026-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2005-2011 Ford Crown Victoria 4.6L ,
11026-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,2005-2011 Ford Crown Victoria 4.6L ,
11026-250,Ford,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2005-2011 Ford Crown Victoria 4.6L ,
11026-350,Ford,350amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2005-2011 Ford Crown Victoria 4.6L ,
11026-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2004-2011 Ford Crown Victoria 4.6L Police Taxi ,
11026-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2004-2011 Ford Crown Victoria 4.6L Police Taxi ,
11026-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,2004-2011 Ford Crown Victoria 4.6L Police Taxi ,
11026-250,Ford,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2004-2011 Ford Crown Victoria 4.6L Police Taxi ,
11026-350,Ford,350amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2004-2011 Ford Crown Victoria 4.6L Police Taxi ,
7750-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1997-2002 Ford E-Series Van 4.2L ,
7750-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1997-2002 Ford E-Series Van 4.2L ,
7750-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1997-2002 Ford E-Series Van 4.2L ,
7750-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1997-2002 Ford E-Series Van 4.2L ,
7750-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1997-2002 Ford E-Series Van 4.2L ,
7750-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1997-2002 Ford E-Series Van 4.2L ,
7791-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1997-2003 Ford E-Series Van 4.6L ,
7791-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1997-2003 Ford E-Series Van 4.6L ,
7791-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1997-2003 Ford E-Series Van 4.6L ,
7791-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1997-2003 Ford E-Series Van 4.6L ,
7791-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2004-2008 Ford E-Series Van 4.6L ,
7791-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2004-2008 Ford E-Series Van 4.6L ,
7791-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,2004-2008 Ford E-Series Van 4.6L ,
7791-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2004-2008 Ford E-Series Van 4.6L ,
11026-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,2009-2011 Ford E-Series Van 4.6L,
11026-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,2009-2011 Ford E-Series Van 4.6L,
11026-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,2009-2011 Ford E-Series Van 4.6L,
11026-250,Ford,250amp 6 phase ,9,9,9,17,$399 ,,10,15,20,2009-2011 Ford E-Series Van 4.6L,
11026-350,Ford,350amp 6 phase ,9,9,9,17,$599 ,,10,15,20,2009-2011 Ford E-Series Van 4.6L,
7750-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1993-1996 Ford E-Series Van 5.0L/5.8L,
7750-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford E-Series Van 5.0L/5.8L,
7750-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1993-1996 Ford E-Series Van 5.0L/5.8L,
7750-250,Ford,250amp 6 phase,9,9,9,17,$399 ,,10,15,20,1993-1996 Ford E-Series Van 5.0L/5.8L,
7750-300,Ford,300amp 6 phase ,9,9,9,17,$499 ,,10,15,20,1993-1996 Ford E-Series Van 5.0L/5.8L,
7750-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1993-1996 Ford E-Series Van 5.0L/5.8L,
7791-240,Ford,240amp 3 phase ,9,9,9,17,$329 ,,10,15,20,1997-2003 Ford E-Series Van 5.4L ,
7791-270,Ford,270amp 3 phase ,9,9,9,17,$399 ,,10,15,20,1997-2003 Ford E-Series Van 5.4L ,
7791-300,Ford,300amp 3 phase ,9,9,9,17,$429 ,,10,15,20,1997-2003 Ford E-Series Van 5.4L ,
7791-370,Ford,370amp 6 phase ,9,9,9,17,$599 ,,10,15,20,1997-2003 Ford E-Series Van 5.4L ,
